id_klienta,umowa,plan,oplata_miesieczna,staz_miesiecy,uslugi_dodatkowe,zgloszenia,opoznione_platnosci,platnosc,wiek,powod_rezygnacji,rezygnacja
10012,dwuletnia,podstawowy,44.0,43,1,0,0,polecenie zapłaty,,,nie
10397,dwuletnia,podstawowy,59.0,37,1,1,0,karta,36.0,,NIE
10285,roczna,podstawowy,63.0,54,3,1,0,przelew,47.0,,nie
11067,miesięczna,standard,95.0,84,1,2,1,karta,41.0,przeprowadzka,tak
11192,miesięczna,podstawowy,69.0,12,1,0,2,karta,41.0,,nie
11754,dwuletnia,standard,75.0,6,3,2,0,karta,44.0,,nie
10691,miesięczna,premium,129.0,84,1,0,0,karta,18.0,,NIE
11640,roczna,standard,86.0,16,2,1,1,polecenie zapłaty,39.0,,nie
11886,miesięczna,podstawowy,57.0,13,2,3,1,polecenie zapłaty,29.0,cena,tak
10690,roczna,standard,91.0,37,2,1,1,karta,49.0,,nie
10852,miesięczna,standard,80.0,24,2,0,2,polecenie zapłaty,44.0,,nie
10160,roczna,podstawowy,52.0,52,2,0,0,karta,46.0,,nie
10896,dwuletnia,podstawowy,54.0,68,2,2,1,karta,61.0,,nie
11584,miesięczna,standard,69.0,1,0,2,1,przelew,57.0,jakość,tak
10258,miesięczna,standard,93.0,3,2,1,0,karta,49.0,przeprowadzka,tak
10336,roczna,standard,81.0,19,2,4,1,polecenie zapłaty,42.0,,nie
11890,miesięczna,podstawowy,55.0,55,0,0,0,polecenie zapłaty,50.0,,nie
11040,miesięczna,standard,76.0,9,1,0,0,karta,46.0,,nie
10516,miesięczna,Premium ,133.0,8,1,2,2,przelew,38.0,przeprowadzka,tak
11349,miesięczna,standard,70.0,25,0,1,1,karta,35.0,,nie
11016,miesięczna,standard,74.0,64,0,3,0,przelew,18.0,konkurencja,tak
10769,miesięczna,premium,122.0,3,2,0,1,polecenie zapłaty,49.0,,0
11756,roczna,podstawowy,60.0,9,1,4,2,polecenie zapłaty,36.0,,nie
10762,miesięczna,premium,135.0,12,0,0,0,karta,45.0,cena,tak
11247,roczna,podstawowy,67.0,37,3,1,1,karta,,,nie
11204,roczna,standard,97.0,45,0,1,0,przelew,47.0,,0
11476,roczna,standard,70.0,1,1,0,1,karta,39.0,cena,tak
11994,miesięczna,podstawowy,44.0,8,0,2,0,karta,48.0,,nie
10522,miesięczna,standard,98.0,55,0,3,0,karta,59.0,przeprowadzka,tak
10023,dwuletnia,podstawowy,69.0,42,1,2,1,przelew,41.0,,nie
10357,roczna,standard,97.0,59,3,1,2,polecenie zapłaty,60.0,,nie
11278,miesięczna,standard,74.0,6,1,4,2,przelew,28.0,przeprowadzka,tak
11313,roczna,standard,81.0,11,3,3,0,polecenie zapłaty,46.0,,nie
11692,dwuletnia,standard,78.0,18,3,2,0,przelew,68.0,,nie
10341,miesięczna,podstawowy,66.0,22,3,1,1,polecenie zapłaty,45.0,,0
10432,roczna,standard,74.0,7,3,2,0,polecenie zapłaty,48.0,,nie
10474,miesięczna,standard,80.0,3,0,1,0,polecenie zapłaty,57.0,,nie
10218,miesięczna,premium,147.0,23,3,1,2,karta,44.0,,nie
10912,dwuletnia,podstawowy,49.0,3,0,5,1,przelew,49.0,jakość,tak
11228,roczna,podstawowy,53.0,4,3,2,1,polecenie zapłaty,32.0,,nie
11605,miesięczna,premium,132.0,78,3,0,4,przelew,72.0,konkurencja,tak
11012,roczna,premium,131.0,32,3,0,0,polecenie zapłaty,54.0,,nie
11960,roczna,podstawowy,67.0,64,2,2,1,przelew,58.0,,nie
10094,miesięczna,podstawowy,46.0,4,1,1,0,karta,43.0,,nie
11009,roczna,podstawowy,39.0,7,0,2,1,przelew,41.0,,nie
11071,dwuletnia,podstawowy,42.0,1,0,1,1,polecenie zapłaty,57.0,,nie
11093,miesięczna,premium,140.0,64,1,1,0,przelew,37.0,konkurencja,tak
11594,miesięczna,podstawowy,44.0,64,0,2,1,polecenie zapłaty,47.0,,nie
11309,miesięczna,standard,89.0,6,3,3,0,przelew,69.0,jakość,tak
10697,roczna,premium,141.0,7,2,1,0,polecenie zapłaty,49.0,,nie
11803,miesięczna,podstawowy,58.0,6,0,0,0,polecenie zapłaty,48.0,,nie
10997,roczna,standard,75.0,3,0,3,0,karta,45.0,,nie
11459,dwuletnia,podstawowy,62.0,11,0,0,2,przelew,61.0,,nie
10154,roczna,standard,89.0,31,1,3,0,karta,45.0,,nie
11100,miesięczna,podstawowy,47.0,16,3,0,0,karta,29.0,,nie
11728,dwuletnia,podstawowy,63.0,26,0,1,2,polecenie zapłaty,56.0,,nie
11533,roczna,standard,85.0,1,1,2,1,polecenie zapłaty,53.0,,nie
10790,roczna,podstawowy,50.0,29,3,0,0,polecenie zapłaty,34.0,,nie
10581,roczna,podstawowy,45.0,3,2,1,1,karta,51.0,,nie
10704,dwuletnia,premium,121.0,15,0,1,1,polecenie zapłaty,60.0,,nie
11213,roczna,standard,98.0,6,1,1,3,polecenie zapłaty,60.0,przeprowadzka,1
11296,miesięczna,premium,125.0,23,3,3,1,karta,55.0,przeprowadzka,tak
11675,roczna,standard,81.0,19,3,0,1,karta,18.0,,nie
11261,miesięczna,podstawowy,50.0,35,3,2,0,karta,55.0,,nie
10488,miesięczna,premium,134.0,3,2,1,0,przelew,23.0,przeprowadzka,tak
10560,roczna,podstawowy,60.0,45,0,1,0,karta,21.0,,nie
11142,roczna,podstawowy,48.0,34,0,0,0,przelew,18.0,,nie
11120,dwuletnia,podstawowy,60.0,56,3,1,2,przelew,32.0,,0
10802,miesięczna,standard,93.0,15,0,2,0,karta,45.0,,nie
10513,miesięczna,podstawowy,65.0,7,0,0,0,polecenie zapłaty,40.0,,nie
10634,miesięczna,standard,97.0,23,2,2,0,karta,,,nie
11487,dwuletnia,standard,80.0,38,2,1,1,karta,34.0,,nie
11798,miesięczna,Standard ,96.0,3,0,2,0,karta,33.0,przeprowadzka,tak
11554,miesięczna,standard,82.0,1,2,1,1,przelew,,,nie
11151,miesięczna,podstawowy,65.0,5,0,1,2,karta,69.0,przeprowadzka,tak
10791,miesięczna,premium,135.0,41,1,3,2,polecenie zapłaty,37.0,konkurencja,tak
10117,roczna,podstawowy,42.0,16,3,1,0,polecenie zapłaty,24.0,,nie
10741,miesięczna,podstawowy,40.0,29,1,2,1,polecenie zapłaty,52.0,,nie
11700,roczna,standard,93.0,46,1,1,1,polecenie zapłaty,43.0,,nie
11082,dwuletnia,podstawowy,40.0,32,3,2,1,karta,26.0,,nie
10831,roczna,podstawowy,68.0,1,0,2,0,karta,59.0,,nie
10120,roczna,podstawowy,63.0,37,1,1,1,polecenie zapłaty,56.0,,nie
10657,dwuletnia,podstawowy,50.0,70,2,1,1,polecenie zapłaty,,,nie
11918,roczna,standard,80.0,5,3,2,0,przelew,48.0,,nie
10636,miesięczna,standard,93.0,58,0,2,2,polecenie zapłaty,43.0,przeprowadzka,tak
10370,dwuletnia,standard,97.0,22,2,0,0,przelew,29.0,,nie
10269,miesięczna,Standard ,73.0,30,3,2,1,polecenie zapłaty,43.0,,nie
10656,miesięczna,premium,141.0,8,1,0,0,przelew,21.0,cena,tak
10936,miesięczna,standard,89.0,16,3,0,0,karta,18.0,,nie
10823,miesięczna,podstawowy,59.0,13,1,2,0,przelew,39.0,przeprowadzka,TAK
10867,dwuletnia,standard,72.0,42,1,1,0,karta,66.0,,nie
10047,miesięczna,standard,82.0,4,1,1,0,polecenie zapłaty,42.0,jakość,tak
11374,dwuletnia,podstawowy,47.0,33,0,0,0,polecenie zapłaty,38.0,,nie
11718,roczna,premium,119.0,9,0,4,0,karta,43.0,,nie
10992,roczna,premium,130.0,5,3,0,1,polecenie zapłaty,34.0,,nie
10877,miesięczna,podstawowy,48.0,4,2,1,1,polecenie zapłaty,29.0,,nie
10774,dwuletnia,podstawowy,48.0,15,2,0,1,polecenie zapłaty,25.0,,nie
11220,miesięczna,podstawowy,69.0,1,3,0,0,polecenie zapłaty,,,nie
10031,roczna,podstawowy,46.0,1,2,0,1,polecenie zapłaty,42.0,,nie
10005,miesięczna,podstawowy,68.0,1,2,0,0,karta,,cena,tak
11004,miesięczna,standard,83.0,18,3,3,0,przelew,32.0,,nie
11733,roczna,standard,87.0,47,0,0,1,karta,56.0,,nie
10264,miesięczna,podstawowy,58.0,84,1,1,1,przelew,,,nie
11827,roczna,podstawowy,67.0,23,1,1,1,polecenie zapłaty,56.0,,0
11841,miesięczna,standard,99.0,20,0,2,1,przelew,50.0,konkurencja,tak
10444,miesięczna,standard,69.0,8,1,0,1,karta,53.0,,NIE
11003,miesięczna,podstawowy,59.0,3,0,0,1,przelew,50.0,cena,tak
11078,roczna,Standard ,73.0,7,1,3,1,polecenie zapłaty,42.0,konkurencja,tak
10838,dwuletnia,podstawowy,39.0,1,0,0,3,polecenie zapłaty,,,nie
11801,roczna,podstawowy,61.0,2,1,2,2,przelew,42.0,konkurencja,tak
10305,dwuletnia,standard,79.0,2,0,2,0,karta,33.0,,nie
11366,roczna,podstawowy,62.0,44,3,0,1,przelew,71.0,,nie
11566,roczna,premium,147.0,13,2,3,1,przelew,28.0,,nie
10314,miesięczna,podstawowy,67.0,1,0,0,0,polecenie zapłaty,44.0,,nie
10150,miesięczna,podstawowy,39.0,3,3,4,1,karta,42.0,konkurencja,tak
11149,roczna,premium,132.0,11,2,3,1,przelew,48.0,jakość,tak
11214,miesięczna,standard,95.0,35,1,1,1,polecenie zapłaty,60.0,przeprowadzka,tak
10575,dwuletnia,standard,99.0,12,1,1,1,polecenie zapłaty,41.0,,nie
10051,miesięczna,premium,126.0,68,0,3,1,polecenie zapłaty,43.0,,nie
11561,dwuletnia,standard,86.0,23,1,0,1,polecenie zapłaty,33.0,,nie
10727,miesięczna,standard,96.0,1,2,0,0,polecenie zapłaty,53.0,,nie
10834,roczna,premium,135.0,23,1,2,0,polecenie zapłaty,,,nie
11378,dwuletnia,premium,145.0,5,1,1,1,karta,,cena,tak
11116,miesięczna,standard,91.0,2,3,0,0,polecenie zapłaty,52.0,,nie
11167,dwuletnia,podstawowy,62.0,1,3,1,1,polecenie zapłaty,45.0,,nie
10471,miesięczna,standard,86.0,84,3,3,2,przelew,37.0,konkurencja,tak
10972,miesięczna,standard,77.0,3,3,3,1,przelew,30.0,konkurencja,tak
10654,miesięczna,standard,70.0,22,1,1,2,karta,52.0,konkurencja,tak
10400,miesięczna,standard,72.0,12,1,1,0,karta,65.0,,nie
10512,dwuletnia,standard,71.0,67,1,0,0,karta,32.0,,0
10321,dwuletnia,podstawowy,59.0,8,3,1,0,karta,49.0,,0
10020,roczna,podstawowy,57.0,10,3,3,2,polecenie zapłaty,39.0,,nie
10685,roczna,podstawowy,60.0,17,2,0,0,polecenie zapłaty,140.0,,nie
10036,miesięczna,standard,83.0,6,1,1,1,karta,60.0,przeprowadzka,tak
10903,miesięczna,podstawowy,56.0,7,2,0,0,karta,19.0,,nie
11789,dwuletnia,podstawowy,60.0,23,1,1,2,karta,50.0,,nie
10828,miesięczna,podstawowy,43.0,6,3,1,2,przelew,49.0,jakość,tak
11964,miesięczna,podstawowy,45.0,3,3,1,0,polecenie zapłaty,29.0,cena,tak
10408,dwuletnia,podstawowy,58.0,10,0,0,0,karta,19.0,,nie
10921,miesięczna,premium,141.0,20,2,0,1,karta,52.0,konkurencja,tak
10538,miesięczna,podstawowy,63.0,11,0,1,1,przelew,41.0,jakość,tak
10759,miesięczna,standard,76.0,8,1,2,2,karta,40.0,przeprowadzka,tak
11915,miesięczna,podstawowy,55.0,28,3,1,0,polecenie zapłaty,44.0,,nie
11063,miesięczna,podstawowy,58.0,9,0,0,2,karta,24.0,jakość,tak
11200,roczna,premium,131.0,2,2,0,1,polecenie zapłaty,47.0,,nie
10246,dwuletnia,podstawowy,66.0,84,2,1,0,przelew,70.0,,nie
11417,roczna,standard,82.0,12,2,0,0,przelew,36.0,,nie
11128,roczna,podstawowy,64.0,7,2,1,0,przelew,49.0,,nie
10785,dwuletnia,podstawowy,47.0,44,2,2,1,karta,43.0,,nie
11849,miesięczna,podstawowy,59.0,84,2,1,0,karta,31.0,,0
10490,roczna,standard,91.0,7,1,1,0,przelew,32.0,,nie
10155,miesięczna,standard,82.0,36,1,0,1,karta,43.0,,nie
10962,miesięczna,premium,133.0,25,3,3,1,karta,47.0,cena,tak
10854,dwuletnia,podstawowy,44.0,18,1,2,2,polecenie zapłaty,31.0,,nie
11312,dwuletnia,premium,145.0,13,1,4,2,polecenie zapłaty,41.0,przeprowadzka,tak
10626,miesięczna,standard,77.0,13,3,3,1,przelew,51.0,przeprowadzka,tak
10686,miesięczna,standard,86.0,18,0,2,2,karta,33.0,cena,TAK
11570,roczna,podstawowy,68.0,4,1,0,0,polecenie zapłaty,26.0,,nie
10570,roczna,premium,146.0,44,1,2,0,karta,41.0,,nie
11919,roczna,standard,89.0,64,3,2,3,przelew,31.0,,nie
10018,miesięczna,podstawowy,44.0,20,0,3,0,przelew,43.0,jakość,tak
10128,miesięczna,podstawowy,57.0,24,1,2,0,karta,43.0,,nie
11347,miesięczna,standard,95.0,29,2,1,0,polecenie zapłaty,62.0,,nie
11280,roczna,podstawowy,45.0,49,2,2,1,karta,49.0,,nie
11979,roczna,standard,76.0,11,2,3,3,przelew,24.0,konkurencja,tak
10928,dwuletnia,standard,99.0,22,0,2,2,przelew,32.0,,nie
10981,dwuletnia,standard,99.0,31,3,1,2,polecenie zapłaty,42.0,,nie
11975,miesięczna,Podstawowy ,56.0,10,1,1,0,karta,43.0,,nie
10191,dwuletnia,podstawowy,45.0,26,0,2,1,karta,47.0,,nie
11140,roczna,podstawowy,56.0,10,1,1,1,polecenie zapłaty,39.0,jakość,tak
10993,roczna,podstawowy,69.0,65,3,0,0,polecenie zapłaty,44.0,,nie
11966,miesięczna,podstawowy,48.0,12,3,0,0,przelew,51.0,,nie
11666,dwuletnia,standard,90.0,16,3,1,0,polecenie zapłaty,34.0,,nie
10607,dwuletnia,standard,78.0,23,0,1,0,polecenie zapłaty,34.0,jakość,tak
10181,dwuletnia,standard,83.0,9,3,1,1,karta,49.0,,nie
10302,miesięczna,standard,76.0,16,0,1,1,karta,48.0,przeprowadzka,tak
10497,miesięczna,standard,99.0,5,0,1,0,karta,41.0,konkurencja,tak
11705,roczna,podstawowy,41.0,16,3,1,3,karta,37.0,,nie
11719,roczna,premium,136.0,12,0,1,1,karta,37.0,,nie
11671,miesięczna,podstawowy,59.0,4,1,1,0,polecenie zapłaty,18.0,konkurencja,tak
11647,miesięczna,podstawowy,50.0,3,2,0,0,karta,61.0,,nie
10518,roczna,podstawowy,68.0,84,1,4,0,karta,44.0,,nie
11995,roczna,podstawowy,68.0,24,1,2,1,polecenie zapłaty,26.0,,nie
11070,miesięczna,standard,84.0,16,3,1,0,przelew,,,nie
10477,miesięczna,podstawowy,53.0,69,3,2,2,karta,44.0,,nie
10158,roczna,podstawowy,43.0,8,2,2,0,polecenie zapłaty,43.0,,nie
11244,miesięczna,podstawowy,68.0,13,1,1,1,karta,41.0,,nie
11196,miesięczna,podstawowy,44.0,11,1,2,0,polecenie zapłaty,52.0,,nie
10017,roczna,podstawowy,51.0,58,1,0,0,karta,65.0,,nie
11536,roczna,standard,86.0,6,2,0,0,polecenie zapłaty,27.0,,nie
11073,miesięczna,premium,119.0,11,2,2,1,karta,41.0,konkurencja,tak
11982,miesięczna,Standard ,69.0,1,2,1,0,przelew,31.0,konkurencja,tak
10547,miesięczna,premium,140.0,84,0,2,1,karta,61.0,cena,tak
11540,miesięczna,podstawowy,60.0,31,1,0,1,karta,47.0,,nie
10659,roczna,podstawowy,46.0,4,0,0,2,karta,38.0,jakość,tak
11717,miesięczna,standard,88.0,19,0,2,0,karta,28.0,przeprowadzka,tak
11020,miesięczna,podstawowy,48.0,17,1,0,0,karta,36.0,,nie
11672,roczna,standard,94.0,66,0,0,0,karta,31.0,,nie
11505,dwuletnia,standard,69.0,35,3,0,1,karta,40.0,,nie
10960,roczna,premium,149.0,32,0,0,0,polecenie zapłaty,55.0,,nie
11892,roczna,standard,93.0,22,0,0,1,polecenie zapłaty,18.0,,nie
10284,miesięczna,standard,85.0,26,3,1,0,przelew,25.0,,nie
10798,miesięczna,podstawowy,43.0,80,3,1,1,polecenie zapłaty,38.0,,nie
11684,miesięczna,standard,82.0,28,0,1,0,polecenie zapłaty,,przeprowadzka,tak
10226,dwuletnia,podstawowy,62.0,20,2,2,1,karta,42.0,,nie
10027,roczna,premium,136.0,22,3,2,0,polecenie zapłaty,49.0,cena,tak
11781,miesięczna,podstawowy,49.0,17,2,1,2,karta,45.0,,nie
10438,roczna,standard,99.0,18,2,0,0,przelew,31.0,,nie
11959,dwuletnia,podstawowy,48.0,15,1,3,0,polecenie zapłaty,41.0,,nie
11389,dwuletnia,standard,82.0,67,1,4,0,karta,56.0,,nie
10230,miesięczna,standard,92.0,2,0,3,1,polecenie zapłaty,46.0,cena,tak
10038,roczna,podstawowy,41.0,4,0,0,1,karta,27.0,,nie
10750,dwuletnia,podstawowy,57.0,6,0,2,2,polecenie zapłaty,,,nie
11046,miesięczna,premium,142.0,12,3,2,1,polecenie zapłaty,35.0,,nie
11399,roczna,standard,96.0,43,3,1,2,karta,63.0,,nie
10470,roczna,podstawowy,41.0,9,2,2,2,polecenie zapłaty,40.0,,nie
11702,dwuletnia,podstawowy,45.0,18,2,0,0,karta,45.0,,nie
11978,dwuletnia,podstawowy,67.0,25,2,1,0,karta,37.0,,nie
10688,dwuletnia,standard,76.0,27,2,1,0,karta,35.0,,nie
11854,roczna,podstawowy,45.0,17,0,0,0,przelew,62.0,,nie
10640,dwuletnia,podstawowy,51.0,18,0,0,1,karta,,,nie
11722,miesięczna,standard,84.0,23,1,0,1,karta,60.0,jakość,tak
11219,roczna,podstawowy,42.0,38,2,3,0,polecenie zapłaty,55.0,,nie
11159,miesięczna,premium,137.0,9,3,1,2,polecenie zapłaty,31.0,,nie
11416,roczna,podstawowy,52.0,16,3,1,0,polecenie zapłaty,50.0,,nie
11528,roczna,podstawowy,54.0,10,2,0,1,przelew,46.0,,nie
11665,dwuletnia,podstawowy,40.0,33,3,1,0,karta,53.0,,nie
11301,miesięczna,premium,125.0,15,1,1,0,polecenie zapłaty,58.0,,nie
11833,roczna,standard,80.0,5,3,1,0,karta,57.0,,nie
10801,roczna,premium,140.0,71,1,0,0,polecenie zapłaty,53.0,,nie
11604,dwuletnia,podstawowy,45.0,12,0,0,0,karta,35.0,,nie
10161,miesięczna,standard,74.0,20,0,4,1,karta,60.0,konkurencja,tak
10957,roczna,podstawowy,59.0,12,1,0,0,polecenie zapłaty,45.0,,nie
11187,miesięczna,standard,70.0,17,2,1,0,karta,29.0,,nie
10822,roczna,standard,80.0,1,2,0,0,przelew,37.0,jakość,tak
11691,roczna,podstawowy,39.0,7,3,0,0,przelew,43.0,,nie
10878,miesięczna,standard,78.0,8,2,0,2,karta,47.0,,nie
10914,dwuletnia,standard,73.0,1,3,1,1,karta,48.0,,nie
10153,miesięczna,standard,82.0,36,0,0,0,karta,36.0,,nie
11847,miesięczna,standard,86.0,26,1,2,2,karta,24.0,przeprowadzka,tak
11787,miesięczna,premium,135.0,8,3,3,1,polecenie zapłaty,50.0,konkurencja,tak
10510,miesięczna,standard,95.0,6,2,0,0,karta,27.0,,nie
11136,miesięczna,standard,70.0,61,3,3,0,przelew,61.0,przeprowadzka,tak
11251,miesięczna,premium,138.0,76,1,2,1,karta,26.0,,nie
11673,roczna,podstawowy,66.0,37,1,1,0,polecenie zapłaty,41.0,,nie
10104,dwuletnia,premium,139.0,44,0,1,0,polecenie zapłaty,47.0,,nie
11446,roczna,podstawowy,47.0,1,0,0,0,polecenie zapłaty,55.0,,nie
11444,miesięczna,podstawowy,55.0,11,2,0,1,polecenie zapłaty,53.0,,nie
11748,roczna,premium,137.0,84,2,2,1,karta,57.0,,nie
10587,miesięczna,podstawowy,62.0,11,1,0,0,karta,20.0,,nie
11779,miesięczna,standard,88.0,32,1,1,0,karta,48.0,,nie
11144,dwuletnia,podstawowy,66.0,52,3,0,1,polecenie zapłaty,35.0,,nie
10054,roczna,premium,139.0,6,1,2,0,przelew,62.0,cena,tak
10152,dwuletnia,podstawowy,51.0,3,2,2,1,przelew,38.0,,nie
10404,miesięczna,premium,143.0,1,3,1,0,polecenie zapłaty,31.0,cena,1
11953,roczna,premium,120.0,8,2,1,3,przelew,54.0,konkurencja,TAK
10208,roczna,standard,78.0,19,2,0,1,karta,51.0,,nie
11905,roczna,podstawowy,58.0,29,1,2,0,karta,39.0,,nie
11123,dwuletnia,podstawowy,69.0,21,2,0,1,karta,60.0,,nie
11760,dwuletnia,podstawowy,50.0,11,3,0,0,karta,47.0,,nie
10009,miesięczna,podstawowy,48.0,59,0,2,2,karta,42.0,przeprowadzka,tak
11015,miesięczna,podstawowy,65.0,26,2,1,0,polecenie zapłaty,63.0,,nie
11806,roczna,podstawowy,44.0,13,2,1,1,polecenie zapłaty,33.0,,nie
11061,dwuletnia,standard,89.0,6,0,0,0,przelew,64.0,,0
10453,roczna,standard,91.0,1,2,0,2,karta,40.0,,nie
10254,miesięczna,standard,85.0,9,0,1,1,polecenie zapłaty,26.0,cena,tak
11328,roczna,premium,121.0,9,0,3,0,karta,,przeprowadzka,tak
10897,miesięczna,premium,127.0,24,3,1,0,przelew,,,nie
11743,miesięczna,premium,135.0,4,2,0,0,polecenie zapłaty,44.0,,nie
10881,miesięczna,podstawowy,53.0,3,0,1,0,przelew,27.0,konkurencja,tak
11596,roczna,premium,133.0,31,0,1,0,polecenie zapłaty,35.0,,nie
11899,miesięczna,podstawowy,59.0,40,2,0,0,polecenie zapłaty,26.0,,nie
10624,roczna,premium,143.0,84,1,1,0,karta,65.0,,nie
10346,roczna,podstawowy,69.0,46,2,0,1,karta,60.0,,nie
11712,miesięczna,standard,98.0,37,0,0,1,karta,28.0,przeprowadzka,tak
10263,miesięczna,standard,93.0,5,1,1,0,polecenie zapłaty,50.0,,nie
11635,dwuletnia,standard,91.0,1,1,2,0,karta,57.0,,nie
11322,roczna,standard,90.0,10,2,3,1,polecenie zapłaty,66.0,,nie
11439,dwuletnia,podstawowy,49.0,1,3,0,2,polecenie zapłaty,38.0,,0
10151,dwuletnia,standard,94.0,1,2,3,0,karta,24.0,,nie
10473,miesięczna,standard,84.0,5,0,1,1,polecenie zapłaty,40.0,,nie
10641,roczna,Standard ,87.0,1,3,1,2,przelew,27.0,przeprowadzka,tak
11993,miesięczna,podstawowy,67.0,9,0,0,1,polecenie zapłaty,41.0,,nie
11893,roczna,standard,70.0,5,2,2,1,przelew,26.0,,nie
10551,roczna,standard,96.0,11,2,3,0,polecenie zapłaty,31.0,,nie
11790,miesięczna,standard,90.0,84,0,0,0,przelew,56.0,,nie
10929,roczna,podstawowy,59.0,20,1,0,1,polecenie zapłaty,18.0,,nie
10489,roczna,podstawowy,55.0,5,1,3,1,karta,33.0,,nie
11822,roczna,standard,72.0,84,1,0,0,karta,21.0,,nie
11172,roczna,standard,92.0,19,3,1,1,karta,58.0,,nie
10147,miesięczna,podstawowy,69.0,14,1,1,1,karta,29.0,,nie
11714,dwuletnia,standard,83.0,8,0,0,2,polecenie zapłaty,34.0,,nie
11939,miesięczna,standard,88.0,24,0,2,1,karta,37.0,konkurencja,tak
10403,roczna,standard,71.0,6,2,0,0,karta,51.0,,nie
10955,dwuletnia,standard,96.0,7,1,1,0,przelew,18.0,,nie
11888,miesięczna,premium,149.0,78,1,2,1,polecenie zapłaty,,,nie
10660,miesięczna,podstawowy,67.0,41,3,0,0,karta,39.0,,nie
11373,miesięczna,premium,119.0,6,2,1,0,przelew,46.0,cena,tak
10464,miesięczna,standard,70.0,1,2,2,0,karta,52.0,,nie
11350,miesięczna,podstawowy,59.0,14,3,1,1,przelew,41.0,,nie
10187,miesięczna,premium,132.0,37,1,1,2,polecenie zapłaty,52.0,cena,tak
11148,dwuletnia,standard,80.0,4,2,1,1,karta,25.0,,nie
11225,miesięczna,podstawowy,41.0,2,2,1,0,karta,0.0,przeprowadzka,tak
10609,roczna,standard,91.0,22,1,2,2,polecenie zapłaty,63.0,przeprowadzka,tak
10144,roczna,premium,139.0,14,2,1,2,karta,23.0,cena,tak
10752,miesięczna,standard,74.0,3,2,1,1,przelew,35.0,cena,tak
11535,miesięczna,standard,71.0,55,1,2,0,polecenie zapłaty,47.0,,nie
10982,dwuletnia,podstawowy,55.0,7,3,0,2,polecenie zapłaty,18.0,,nie
10198,dwuletnia,standard,90.0,20,2,1,0,polecenie zapłaty,56.0,,nie
11634,roczna,standard,76.0,21,1,0,1,przelew,25.0,cena,tak
10884,roczna,podstawowy,48.0,7,2,4,3,polecenie zapłaty,39.0,konkurencja,tak
10280,dwuletnia,standard,93.0,32,2,2,1,polecenie zapłaty,18.0,,nie
10294,miesięczna,podstawowy,39.0,11,2,0,2,przelew,33.0,,nie
11834,miesięczna,Standard ,92.0,28,3,1,0,polecenie zapłaty,39.0,konkurencja,tak
10401,miesięczna,standard,90.0,7,1,1,1,karta,48.0,jakość,tak
10123,miesięczna,podstawowy,61.0,5,1,2,2,przelew,29.0,konkurencja,tak
11208,roczna,podstawowy,59.0,73,1,2,2,przelew,35.0,jakość,tak
10203,roczna,premium,137.0,4,1,2,0,karta,69.0,konkurencja,tak
11463,miesięczna,podstawowy,51.0,13,2,1,0,polecenie zapłaty,41.0,,nie
10836,roczna,standard,69.0,18,0,1,1,polecenie zapłaty,30.0,,nie
10247,roczna,podstawowy,51.0,50,0,2,0,karta,28.0,,nie
11440,dwuletnia,standard,73.0,50,0,1,0,przelew,47.0,,nie
11842,roczna,standard,81.0,11,2,1,1,polecenie zapłaty,30.0,,nie
11912,miesięczna,standard,76.0,1,1,0,0,polecenie zapłaty,55.0,,0
11708,miesięczna,standard,72.0,5,2,0,0,karta,54.0,,0
11891,miesięczna,podstawowy,56.0,25,2,1,0,karta,73.0,,nie
11154,miesięczna,podstawowy,64.0,7,0,0,0,karta,33.0,,nie
11662,roczna,premium,137.0,19,1,1,2,karta,38.0,cena,tak
11427,miesięczna,podstawowy,52.0,33,3,1,0,karta,46.0,,nie
10385,miesięczna,podstawowy,69.0,4,3,3,0,polecenie zapłaty,62.0,konkurencja,tak
11768,miesięczna,podstawowy,49.0,6,0,1,0,przelew,,jakość,tak
10855,miesięczna,standard,86.0,1,2,0,0,polecenie zapłaty,41.0,,nie
11590,miesięczna,podstawowy,48.0,1,2,0,0,karta,28.0,,nie
10220,miesięczna,podstawowy,55.0,14,1,4,1,polecenie zapłaty,43.0,cena,tak
10642,dwuletnia,standard,94.0,17,1,2,2,przelew,52.0,,0
10002,miesięczna,standard,91.0,77,2,0,2,karta,35.0,,nie
10113,miesięczna,podstawowy,44.0,17,3,1,2,przelew,48.0,,nie
10699,roczna,podstawowy,52.0,2,0,2,0,karta,32.0,,nie
11926,miesięczna,standard,84.0,21,2,0,3,polecenie zapłaty,57.0,konkurencja,tak
10952,miesięczna,Standard ,89.0,20,1,0,0,karta,39.0,jakość,tak
11649,dwuletnia,podstawowy,69.0,17,3,0,0,polecenie zapłaty,41.0,,nie
11637,miesięczna,premium,149.0,65,1,4,0,polecenie zapłaty,47.0,jakość,tak
11816,roczna,podstawowy,42.0,32,3,0,1,karta,55.0,,nie
11411,dwuletnia,standard,95.0,36,3,0,0,karta,34.0,,nie
11410,roczna,podstawowy,43.0,26,2,0,1,polecenie zapłaty,33.0,,nie
11534,roczna,podstawowy,59.0,64,1,1,1,polecenie zapłaty,43.0,,nie
11292,roczna,standard,99.0,51,0,2,1,polecenie zapłaty,42.0,,nie
11819,roczna,standard,83.0,24,1,0,1,polecenie zapłaty,50.0,,nie
10442,miesięczna,podstawowy,44.0,44,1,1,1,polecenie zapłaty,46.0,konkurencja,tak
